file	result	axioms	conjencture	processed	note	limit:1000000s
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN790-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN786-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN792-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN779-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN745-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN751-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN037-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN980+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN584-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN590-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN943+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN209-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN957+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN547-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN221-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN235-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN553-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN433-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN341-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN427-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN348+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN816-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN802-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN412+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN194-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN374+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN360+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN406+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN180-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN093-1.002.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN619-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN157-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN631-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN625-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN143-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN624-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN142-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN156-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN630-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN618-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN361+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN181-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN407+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN195-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN413+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN375+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN803-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN817-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN349+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN340-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN426-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN432-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN354-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986+1.006.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN087-1.003.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN234-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN552-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN546-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN220-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN956+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN208-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN942+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN591-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN585-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN981+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN750-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN036-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN102-1.007.007.p					Parser Error"TokenPeriod"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN744-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN778-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN793-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN000=2.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN787-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN542+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN761-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN013-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN775-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN749-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN092-1.003.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN588-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN205-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN563-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN577-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN211-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN967+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN239-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN973+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN350+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN436+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN422+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN344+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN832-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN198-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN826-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN378+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN615-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN173-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN167-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN387+1.p	True		(p|~p)	[  u0:T, u1:type, u2:type ] =>(u3:¬u1)×¬¬u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN601-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN629-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN628-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN166-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN600-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN386+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN614-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN392+1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN172-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN199-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN379+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN827-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN833-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN423+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN345+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN351+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN437+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN096-1.008.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN972+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN238-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN966+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN576-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN210-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN204-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN562-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN589-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN748-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN012-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN774-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN760-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN006-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN543+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN541+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN789-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN776-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN762-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN038-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN212-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN574-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN560-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN958+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN206-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN970+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN964+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN428-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN819-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN347+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN421+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN100-1.005.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN435+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN353+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN825-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN409+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN831-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN384+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN602-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN164-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN170-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN390+1.p	True		(p<=>p)	[  u0:T, u1:type, u2:type ] =>(u3:(u4:u1)→u1)×(u5:u1)→u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN616-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN004-1.007.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN158-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN159-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN171-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN067-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN617-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN391+1.p	True		(((p1|p2)&(~p1|p2)&(p1|~p2))=>~(~p1|~p2))	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:(u5:¬(u6:¬u2)×¬u1)×(u7:¬¬(u8:¬u2)×¬u1)×¬(u9:¬u2)×¬¬u1)→¬¬¬(u10:¬u2)×¬¬u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN603-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN385+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN165-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN408+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN830-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN824-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN434+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN352+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN346+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN818-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN420+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN429-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN965+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN971+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN561-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN207-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN959+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN213-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN575-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN039-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN763-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN777-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN011-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN788-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN540+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN798-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN550+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986+1.003.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN544+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN029-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN015-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN773-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN767-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN975+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN961+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN559-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN571-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN217-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN949+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN203-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN565-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN036-4.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN439-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN418+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN820-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN834-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN424+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN342+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN356+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN808-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN430+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN149-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN161-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN381+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN607-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN395+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN613-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN063-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN175-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN612-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN394+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN174-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN160-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN606-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN380+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN148-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN809-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN357+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN193-10.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN431+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN425+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN343+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN835-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN419+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN821-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN438-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN202-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN564-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN570-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN948+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN216-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN960+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN558-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN974+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN766-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN014-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN772-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN982-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN028-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN545+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN551+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN799-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN547+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN758-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN764-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN770-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN599-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN962+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN228-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN976+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN566-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN200-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN214-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN572-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN009-4.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN101-1.002.002.p					Parser Error"TokenPeriod"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN348-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN189-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN369+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN837-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN823-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN433+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN355+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN341+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN427+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN638-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN176-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN396+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN610-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN382+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN604-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN162-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN605-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN383+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN163-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN177-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN088-1.010.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN611-1.p					Parser Error	
