file	assestment	status	result	language	context	target	processed	note	
../../TPTP-v7.3.0/Problems/SYN/SYN961+1.p		Theorem	False	fof		(![A,B]:(![X]:p(X)=>(p(A)&p(B))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:[  u10:type ] =>type ] =>[  u11:type, u12:type, u13:type, u14:u9 u13 ] =>(u15:u9 u11 )× u9 u12			
../../TPTP-v7.3.0/Problems/SYN/SYN949+1.p		Theorem	False	fof		(![A,B,C]:((s(A)&s(B)&r(B,C)&![X]:(s(X)=>p(X))&![X,Y]:(r(X,Y)=>q(X,Y)))=>?[X,Y]:(p(X)&q(X,Y))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:[  u22:type, u23:type ] =>type, u24:[  u25:type ] =>type, u26:[  u27:type, u28:type ] =>type ] =>[  u29:type, u30:type, u31:type, u32:(u33:u26 u29 )× (u34:u26 u30 )× (u35:u24 u31 u30 )× [  u36:type ] =>(u37:[  u38:u26 u36 ] =>u21 u36 )× [  u39:type, u40:type, u41:u24 u40 u39 ] =>u20 u40 u39 ] =>(u42:type )× (u43:type )× (u44:u21 u42 )× u20 u43 u42			
../../TPTP-v7.3.0/Problems/SYN/SYN356+1.p		Theorem	False	fof		((big_r(a,b)&![X,Y]:(big_r(X,Y)=>(big_r(Y,X)&big_q(X,Y)))&![U,V]:(big_q(U,V)=>big_q(U,U)))=>(big_q(a,a)&big_q(b,b)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:[  u17:type, u18:type ] =>type ] =>[  u19:(u20:u14 u15 u16 )× [  u21:type, u22:type ] =>(u23:[  u24:u14 u22 u21 ] =>(u25:u14 u21 u22 )× u13 u22 u21 )× [  u26:type, u27:type, u28:u13 u27 u26 ] =>u13 u26 u26 ] =>(u29:u13 u16 u16 )× u13 u15 u15			
../../TPTP-v7.3.0/Problems/SYN/SYN430+1.p		CounterSatisfiable	False	fof		(~((~hskp0|(ndr1_0&c3_1(a105)&~c1_1(a105)&~c2_1(a105)))&(~hskp1|(ndr1_0&~c3_1(a107)&~c1_1(a107)&~c0_1(a107)))&(~hskp2|(ndr1_0&c3_1(a108)&~c2_1(a108)&~c1_1(a108)))&(~hskp3|(ndr1_0&~c2_1(a109)&c3_1(a109)&~c1_1(a109)))&(~hskp4|(ndr1_0&~c3_1(a110)&~c1_1(a110)&~c2_1(a110)))&(~hskp5|(ndr1_0&c2_1(a111)&c0_1(a111)&~c1_1(a111)))&(~hskp6|(ndr1_0&~c1_1(a112)&~c0_1(a112)&~c2_1(a112)))&(~hskp7|(ndr1_0&c1_1(a114)&c2_1(a114)&~c0_1(a114)))&(~hskp8|(ndr1_0&~c2_1(a118)&~c1_1(a118)&~c0_1(a118)))&(~hskp9|(ndr1_0&~c1_1(a120)&~c2_1(a120)&~c0_1(a120)))&(~hskp10|(ndr1_0&c2_1(a122)&~c1_1(a122)&~c3_1(a122)))&(~hskp11|(ndr1_0&c3_1(a123)&~c0_1(a123)&~c1_1(a123)))&(~hskp12|(ndr1_0&c1_1(a126)&c0_1(a126)&~c3_1(a126)))&(~hskp13|(ndr1_0&~c2_1(a127)&~c3_1(a127)&~c1_1(a127)))&(~hskp14|(ndr1_0&c3_1(a128)&~c2_1(a128)&~c0_1(a128)))&(~hskp15|(ndr1_0&~c0_1(a106)&~c2_1(a106)&c3_1(a106)))&(~hskp16|(ndr1_0&~c3_1(a113)&~c1_1(a113)&c0_1(a113)))&(~hskp17|(ndr1_0&~c0_1(a115)&c2_1(a115)&c1_1(a115)))&(~hskp18|(ndr1_0&c1_1(a116)&~c3_1(a116)&c0_1(a116)))&(~hskp19|(ndr1_0&~c2_1(a117)&~c1_1(a117)&c0_1(a117)))&(~hskp20|(ndr1_0&~c0_1(a119)&c1_1(a119)&c2_1(a119)))&(~hskp21|(ndr1_0&c3_1(a121)&c1_1(a121)&c2_1(a121)))&(~hskp22|(ndr1_0&~c0_1(a129)&~c3_1(a129)&c1_1(a129)))&(~hskp23|(ndr1_0&~c2_1(a130)&~c1_1(a130)&c3_1(a130)))&(~hskp24|(ndr1_0&~c1_1(a131)&c0_1(a131)&c3_1(a131)))&(hskp0|![U]:(ndr1_0=>(~c1_1(U)|~c2_1(U)|c3_1(U)))|hskp15)&(hskp1|![V]:(ndr1_0=>(c3_1(V)|c0_1(V)|~c1_1(V)))|hskp2)&(hskp3|hskp4|![W]:(ndr1_0=>(~c2_1(W)|c3_1(W)|~c0_1(W))))&(![X]:(ndr1_0=>(~c0_1(X)|c2_1(X)|c3_1(X)))|hskp5|![Y]:(ndr1_0=>(~c1_1(Y)|c3_1(Y)|~c2_1(Y))))&(hskp6|hskp16|![Z]:(ndr1_0=>(c3_1(Z)|c0_1(Z)|c1_1(Z))))&(hskp7|hskp17|hskp18)&(![X1]:(ndr1_0=>(c0_1(X1)|c2_1(X1)|~c1_1(X1)))|![X2]:(ndr1_0=>(c1_1(X2)|~c2_1(X2)|c0_1(X2)))|![X3]:(ndr1_0=>(~c2_1(X3)|~c0_1(X3)|~c1_1(X3))))&(![X4]:(ndr1_0=>(c2_1(X4)|~c3_1(X4)|c0_1(X4)))|hskp19|![X5]:(ndr1_0=>(~c1_1(X5)|c3_1(X5)|c2_1(X5))))&(![X6]:(ndr1_0=>(~c1_1(X6)|~c0_1(X6)|~c3_1(X6)))|![X7]:(ndr1_0=>(~c3_1(X7)|~c1_1(X7)|~c0_1(X7)))|![X8]:(ndr1_0=>(c2_1(X8)|c0_1(X8)|~c3_1(X8))))&(hskp8|hskp20|hskp9)&(![X9]:(ndr1_0=>(c0_1(X9)|~c3_1(X9)|c1_1(X9)))|hskp21|hskp10)&(![X10]:(ndr1_0=>(c2_1(X10)|~c0_1(X10)|~c1_1(X10)))|![X11]:(ndr1_0=>(c1_1(X11)|c2_1(X11)|c0_1(X11)))|![X12]:(ndr1_0=>(~c3_1(X12)|c0_1(X12)|~c1_1(X12))))&(hskp11|hskp7|hskp6)&(![X13]:(ndr1_0=>(~c1_1(X13)|c0_1(X13)|~c2_1(X13)))|hskp12|hskp13)&(hskp14|hskp22|![X14]:(ndr1_0=>(c3_1(X14)|~c2_1(X14)|~c1_1(X14))))&(hskp23|hskp24|![X15]:(ndr1_0=>(c3_1(X15)|~c1_1(X15)|c2_1(X15))))))				
../../TPTP-v7.3.0/Problems/SYN/SYN381+1.p		Theorem	False	fof		((![X]:(?[Y]:big_q(X,Y)=>big_p(X))&![V]:?[U]:big_q(U,V)&![W,Z]:(big_q(W,Z)=>(big_q(Z,W)|big_q(Z,Z))))=>![Z]:big_p(Z))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:[  u19:type ] =>type ] =>[  u20:[  u21:type ] =>(u22:(u23:type )× [  u24:u18 u23 u21 ] =>u17 u21 )× [  u25:type ] =>(u26:type )× (u27:u18 u25 u26 )× [  u28:type, u29:type, u30:u18 u29 u28, u31:(u32:[  u33:u18 u28 u29 ] =>⊥ )× [  u34:u18 u29 u29 ] =>⊥ ] =>⊥, u35:type ] =>u17 u35			
../../TPTP-v7.3.0/Problems/SYN/SYN395+1.p		Theorem	False	fof		(![X]:(f(X)=>g(X))=>(?[Y]:f(Y)=>?[Z]:g(Z)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:[  u12:type ] =>type ] =>[  u13:type, u14:[  u15:u11 u13 ] =>u10 u13 ] =>(u16:type )× [  u17:u11 u16 ] =>(u18:type )× u10 u18			
../../TPTP-v7.3.0/Problems/SYN/SYN063-2.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:[  u8:type ] =>type ] =>(u9:(u10:[  u11:(u12:[  u13:u6 u7 ] =>⊥ )× [  u14:[  u15:u6 u5 ] =>⊥ ] =>⊥ ] =>⊥ )× u10 u7 )× [  u16:u9 u7 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN394+1.p		Theorem	False	fof		(![X]:(f(X)=>g(X))=>(![Y]:f(Y)=>![Z]:g(Z)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:[  u12:type ] =>type ] =>[  u13:type, u14:[  u15:u11 u13 ] =>u10 u13, u16:type, u17:u11 u16, u18:type ] =>u10 u18			
../../TPTP-v7.3.0/Problems/SYN/SYN380+1.p		Theorem	False	fof		(![W]:~big_r(W,W)=>?[X,Y]:(~big_r(X,Y)&(big_q(Y,X)=>![Z]:big_q(Z,Z))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:[  u13:type, u14:type ] =>type ] =>[  u15:type, u16:[  u17:u12 u15 u15 ] =>(u18:type )× (u19:type )× [  u20:(u21:u12 u19 u18 )× [  u22:u11 u18 u19, u23:type ] =>u11 u23 u23 ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN357+1.p		Theorem	True	fof		(![X]:?[Y]:(big_p(X)=>big_p(Y)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:[  u8:type ] =>type ] =>[  u9:type ] =>(u10:type )× [  u11:u7 u9 ] =>u7 u10			
